gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante
2124;Vaccinobus des Hautes-Alpes;;0.99999992886688;05061_1920;;Maison de la Région des Hautes-Alpes - Place Saint Arnoux;05000;05061;Gap;44.5578;6.07756;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-23 14:02:44.677682;;fermé;ouvert;ouvert;ouvert;fermé;fermé;fermé;;;2021-03-29;;;;Equipe mobile;;;t;
197;CPTS Synapse Comtat Venaissin / CH de Carpentras;;0.99999971497523;84031_d2plb9_00030;24;Rond Point de l'Amitie;84200;84031;Carpentras;44.0461;5.029;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-02-04 14:47:56.335239;;9H - 17H;9H - 17H;13H - 17H;13H - 17H;13H - 17H;fermé;fermé;t;;2021-01-11;https://partners.doctolib.fr/centre-depistage-covid/carpentras/centre-de-vaccination-covid-de-carpentras?speciality_id=5494&enable_cookies_consent=1;+33423100338;;;;;;
2108;Centre intercommunal de vaccination - Viarmes;2021-220;0.99999987645574;95652_1220_00048_bis;Salle Saint Louis;Allée de Sully;95270;95652;Viarmes;49.1262;2.3704;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18250;18250;2021-03-29 13:43:57.390385;;;;;;;;;t;;2021-03-29;https://partners.doctolib.fr/centre-de-vaccinations-internationales/viarmes/centre-de-vaccination-covid-19-centre-intercommunal-de-viarmes?pid=practice-178712&enable_cookies_consent=1;;;;;;f;
2142;Centre de vaccination - Commune D'AVION, Salle des sports Roger Blézel;;0.99999974363661;62065_0048_00008;;Rue Alexandre Gressier;62210;62065;Avion;50.4128;2.85035;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-03-28 20:00:01.890122;;fermé;fermé;fermé;fermé;fermé;;;;;2021-03-27;https://partners.doctolib.fr/centre-de-sante/avion/centre-de-vaccination-covid-19-avion?pid=practice-179227&enable_cookies_consent=1;;;;;;;
2140;Centre de Vaccination Ambulatoire de Vitry sur Seine;;0.99999988835972;94081_4414_00042;4;Avenue Henri Barbusse;94400;94081;Vitry-sur-Seine;48.7927;2.38947;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18237;18237;2021-03-29 20:00:02.153971;;8h30 à 12h30 - 13h30 à 17h30;8h30 à 12h30 - 13h30 à 17h30;8h30 à 12h30 - 13h30 à 17h30;8h30 à 12h30 - 13h30 à 17h30;8h30 à 12h30 - 13h30 à 17h30;8h30 à 12h30 - 13h30 à 17h30;fermé;t;;2021-03-29;https://partners.doctolib.fr/centre-de-sante/vitry-sur-seine/centre-de-vaccination-covid-19-vitry-sur-seine?pid=practice-179776&enable_cookies_consent=1;+33188150040;;;t;f;f;f
2243;Maison de santé pluridisciplinaire D'Eymet;;0.99999998766072;24167_tp6jwt_00012;12;Rue du 6 Juin 1944;24500;24167;Eymet;44.6667;0.400244;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;21376;18146;2021-03-30 16:48:37.457778;;fermé;14:00-18:00;14:00-18:00;14:00-18:00;14:00-18:00;09:00-13:00;fermé;t;2021-12-31;2021-04-06;;;;;t;;t;f
2119;SARZEAU - Médiathèque;;0.99999974254984;56240_4025_00004;;rue du père coudrin;56370;56240;Sarzeau;47.5263;-2.76968;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18078;2021-03-30 20:00:01.998146;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-06;https://partners.doctolib.fr/centre-de-sante/sarzeau/gh-broceliande-atlantique-ghba-centre-de-vaccination-covid-sarzeau-sarzeau?pid=practice-176854&enable_cookies_consent=1;+33297019956;;;;;;
2136;Centre de vaccination d'Arnas - Espace sportif de l'Escale ;;0.99998938479322;69013_0086_02726;2726;Route de Longsard;69400;69013;Arnas;46.0283;4.69674;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;11598;11598;2021-03-30 20:00:01.999228;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-31;https://partners.doctolib.fr/centre-de-sante/arnas/centre-de-vaccination-covid-19-l-escale-arnas?pid=practice-180202&enable_cookies_consent=1;33423101010;;;;;f;
1920;CP - US US-SMPR-CSAPA CPM Baumettes / Etablissement spécialisé pour mineurs de Marseille;636493;0.9;13211_2456;;Montée Commandant de Robien;13011;13211;Marseille;43.2898;5.48264;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;;10366;2021-03-22 16:54:24.973949;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f
2098;MSP relai Avord;;0.99999985594668;18018_0061_00002;2;Rue Désiré Deschamps;18520;18018;Avord;47.033;2.65217;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-03-22 19:00:02.102842;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-sante/avord/centre-vaccination-avord-baugy?pid=practice-169561&enable_cookies_consent=1;;;;;;;
337;Centre de Vaccination Millau;12-2021-02-01-002;0.99999968856124;12145_0628_00074;74;Avenue Charles de Gaulle;12100;12145;Millau;44.1105;3.07267;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;11;18086;2021-03-02 12:23:22.049495;OUI;;;13:30-17:30;08:30-12:30/13:30-17:30;08:30-12:30/13:30-17:30;08:30-12:30;;f;;2021-01-13;https://partners.doctolib.fr/hopital-public/millau/centre-de-vaccination-millau?speciality_id=5494&enable_cookies_consent=1;+33800541919;;;t;;;
1265;Centre de vaccination COVID-19 de Saint-Paul - Salle polyvalente de l'etang;2021-144CAB/EMZ;0.99999997538951;97415_0430_00031;57;Rue de la Croix;97460;97415;Saint-Paul;-20.9907;55.2848;130026057;8412Z;AGENCE REGIONALE DE SANTE DE LA REUNION;2;AV GEORGES BRASSENS;97490;97411;SAINT-DENIS;14523;91;2021-02-05 07:45:35.659896;Oui;de 14h à 18h;de 8h à 12h et de 14h à 18h;de 8h à 12h et de 14h à 18h;de 8h à 12h et de 14h à 18h;de 8h à 12h et de 14h à 18h;de 8h à 12h et de 14h à 18h;fermé;t;;2021-01-28;https://vaccination-covid.keldoc.com/cabinet-medical/saint-paul-97460/saint-paul/centre-de-vaccination-de-saint-paul;+262262720404;;Ouvert au grand public (personnes de + de 75 ans) et aux patients vulnérables à très haut risque, exclusivement sur prescription médicale (cancer ou maladie hémato maligne en cours de traitement par chimiothérapie, maladie rénale sévère dt dialysés, transplantés d’organes ou greffe de cellules souches, polypathologies avec 2 insuffisances d’organes, maladies rares, trisomie 21. Consulter cette liste sur www.lareunion.ars.sante.fr) – Pour prendre de rendez-vous dans un de ces centres appelez le 02 62 72 04 04;t;;;
2114;CDV31 Equipe mobile ADIMEP;;0.99999999958952;31555_8696_00066;66;Chemin du Vallon;31400;31555;Toulouse;43.5587;1.45674;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;17220;17220;2021-03-22 11:40:59.330313;OUI;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-03-24;;;;;t;f;t;f
2137;Equipe mobile du CDHS;;0.99999999999266;69389_0680_00110;110;Avenue Barthélémy Buyer;69009;69389;Lyon;45.763;4.80186;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;11598;11598;2021-03-29 15:22:56.87726;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-29;;;;;;;t;
2053;Centre de vaccination de SALERNES;;0.99999999495881;83121_eugr97_00009;;Salle Municipale des Plantiers -Quartier des Plantiers;83690;83121;Salernes;43.5616;6.23658;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-24 19:00:02.202744;;fermé;fermé;fermé;fermé;fermé;ouvert;ouvert;;2021-03-23;2021-03-20;https://partners.doctolib.fr/centre-de-vaccinations-internationales/toulon/centre-de-vaccination-covid-19-du-var?pid=practice-177967&enable_cookies_consent=1;;;Ouverture ponctuelle week-end;;;t;
2125;Centre de vaccination de Roquebrune Cap Martin - Salle Polyvalente De Augustinis ;;0.99999988161038;06104_1130_00154;;Stade Decazes - Chemin du Vallonnet;06190;06104;Roquebrune-Cap-Martin;43.7641;7.47863;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-25 10:02:10.402308;;9h  à13h;9h  à13h;fermé;9h  à13h;9h  à13h;9h  à13h;fermé;t;;2021-04-01;doctolib;04 93 00 28 53;;;;;;
2120;QUIBERON -MDA;;0.9999996898675;56186_0610_00011_bis;;Rue Jules Ferry;56170;56186;Quiberon;47.4847;-3.12131;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18078;2021-03-25 19:00:01.998145;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-22;https://partners.doctolib.fr/centre-de-vaccinations-internationales/quiberon/gh-broceliande-atlantique-ghba-centre-de-vaccination-covid-quiberon?pid=practice-177858&enable_cookies_consent=1;+33297019956;;;;;;
2247;Centre de vaccination du Genevois;;1;74016_0005_00155;155;R Ada Byron;74160;74016;Archamps;46.1362;6.123;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;8097;8097;2021-03-26 15:35:59.449191;;fermé;fermé;09:00-12:00/14:00-17:30;09:00-12:00/14:00-17:30;09:00-12:00/14:00-17:30;fermé;fermé;t;;2021-04-07;;;;;;;t;
2052;Centre de vaccination - REZE - MSP Loire et Sèvre;;0.99999997102629;44143_2260_00042;42;Avenue de la Libération;44400;44143;Rezé;47.1912;-1.5497;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;10695;10695;2021-03-29 15:43:28.903809;;9h-12h / 13h-16h;9h-12h / 13h-16h;9h-12h / 13h-16h;9h-12h / 13h-16h;9h-12h / 13h-16h;13h-18h;fermé;t;;2021-03-20;https://partners.doctolib.fr/centre-de-sante/reze/centre-de-vaccination-covid-19-msp-pole-sante-loire-et-sevre?pid=practice-177634&enable_cookies_consent=1;+330771708250;;;;;f;f
2297;Centre de vaccination - Cestas - Jalle-Eau Bourde;;0.99999484780363;33122_0972;;Chemin de Canéjan;33610;33122;Cestas;44.761;-0.682934;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;21419;21543;2021-03-31 15:51:45.755029;;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;fermé;fermé;t;;2021-04-01;;;;;t;;f;f
1364;PONTAILLER-SUR-SAONE maison des services;;0.99999987473604;21496_0550_00008;;Rue des Saucis;21270;21496;Pontailler-sur-Saône;47.3128;5.40764;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;;;;;;18184;18184;2021-02-12 19:00:02.018775;;fermé;fermé;fermé;10:20 - 15:20;fermé;fermé;fermé;t;;;https://partners.doctolib.fr/centre-de-sante/auxonne/centre-de-vaccination-covid-19-auxonne?pid=practice-166590&enable_cookies_consent=1;+33345810421;;;;;;
1361;CV éphémère - Dun-sur-Auron;;0.99999999246765;18087_0025_00013;13;Place du Champ de Foire;18130;18087;Dun-sur-Auron;46.8879;2.57394;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18350;2021-02-22 12:00:02.015155;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-01-30;https://partners.doctolib.fr/centre-de-sante/dun-sur-auron/centre-de-vaccination-covid-19-dun-sur-auron?speciality_id=5494&enable_cookies_consent=1;;;Centre de vaccination éphémère;;;t;f
1367;CV éphémère - Lignières;;0.99999999993042;18127_0070_00002;2;Rue du Docteur Bonnet;18160;18127;Lignières;46.7507;2.17611;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18350;2021-02-22 12:00:02.0161;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-02-15;https://partners.doctolib.fr/centre-de-vaccinations-internationales/lignieres/centre-covid-19-mairie-de-lignieres?pid=practice-170325&enable_cookies_consent=1;;;Centre de vaccination éphémère;;;t;f
2033;Centre de vaccination St Ambroix de Cèze Cévennes;2021-03-0010;0.99999999576243;30227_0700_00044;;Boulevard du Portalet - salle polyvalente de la Maison des Associations;30500;30227;Saint-Ambroix;44.2618;4.19946;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18083;18083;2021-03-17 19:00:01.585612;OUI;13:50 - 18:00;13:50 - 18:00;13:50 - 18:00;13:50 - 18:00;13:50 - 18:00;fermé;fermé;t;;2021-03-18;https://partners.doctolib.fr/centre-de-sante/saint-ambroix/centre-de-vaccination-de-saint-ambroix-de-seze-sevennes?pid=practice-176832&enable_cookies_consent=1;0800541919;;;t;;f;
2083;Chateauneuf en Thymerais centre éphémère;;0.99999998249086;28089_0130_00001;;;28170;28089;Châteauneuf-en-Thymerais;48.5811;1.24213;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-03-18 18:14:09.513064;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;
2099;MSP relai Baugy;;0.99999981414538;18023_0013_00003;3;Rue du Chancelier;18800;18023;Baugy;47.081;2.72824;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-03-22 19:00:02.105586;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-sante/avord/centre-vaccination-avord-baugy?pid=practice-169562&enable_cookies_consent=1;;;;;;;
1362;CV éphémère Henrichemont;;0.99999998187037;18109_0047_00001;1;Place de l’Hotel de Ville;18250;18109;Henrichemont;47.3037;2.52442;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;53;2021-02-05 13:39:30.428171;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-02-06;;;;Centre de vaccination éphémère;;;t;
2143;Centre de vaccination éphémère de Villeneuve de Marsan;;0.99999999762376;40331_0070_00037;60;Avenue du Marsan;40190;40331;Villeneuve-de-Marsan;43.8922;-0.307362;130007867;;;;;;;;18107;18107;2021-03-24 11:47:49.55142;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-04-09;2021-03-08;;;;;;f;t;
2080;Centre de vaccination de Douzy - MSP;;0.99999992307927;08145_0165_00065;74 bis;Route Nationale;08140;08145;Douzy;49.6715;5.03722;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;14476;14476;2021-03-24 12:00:02.17509;;fermé;fermé;fermé;fermé;13:30-17:30;fermé;fermé;t;;;https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-174627&enable_cookies_consent=1;+33972760250;;;;;;
2115;CDV31 Equipe mobile SDIS31 Vaccibus;;0.99999999999741;31149_0064_00049;49;Chemin de l’Armurié;31770;31149;Colomiers;43.593;1.35735;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;17220;17220;2021-03-25 16:59:20.085894;OUI;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-03-20;https://www.keldoc.com/cabinet-medical/colomiers-31770/sdis-vaccibus/centre-de-vaccination-sdis-vaccibus;;;Dispositif mobile itinérant sur le 31;t;f;t;f
2298;Centre de vaccination éphémère de Fosses;;0.99999990187913;95250_0333_00007_ter;15;Place du 19 mars;95470;95250;Fosses;49.0991;2.51555;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18250;18250;2021-03-30 16:54:55.740679;;fermé;fermé;fermé;ouvert;fermé;fermé;fermé;;2021-04-01;2021-04-01;;;;;;;t;
2126;Centre de vaccination COVID Ad Hoc de Challes-les-Eaux;;0.99999993227401;73064_0080_00144;171;Avenue Charles Pillet;73190;73064;Challes-les-Eaux;45.5474;5.98356;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;8130;8130;2021-03-30 11:42:22.071095;;fermé;08:45-12:05/13:45-17:05;fermé;fermé;fermé;fermé;fermé;t;;2021-03-29;;;;;f;;f;f
1360;CHR Orléans La Source - réservé aux professionnels de santé;;0.99999981741982;45234_3590_00010;14;Avenue de l’Hôpital;45100;45234;Orléans;47.8381;1.92463;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18350;2021-02-08 19:00:01.644547;;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;t;;2021-01-04;https://partners.doctolib.fr/hopital-public/orleans/centre-de-vaccination-covid-chr-orleans-la-source?speciality_id=5494&enable_cookies_consent=1;;;Réservé aux professionnels de santé;;;t;t
1368;CV éphémère - Neuvy-sur-Barangeon;;0.99999997660451;18165_0050_00029;29;Place de la Mairie;18330;18165;Neuvy-sur-Barangeon;47.3147;2.2547;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18350;2021-02-05 15:11:52.121896;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-02-22;;;;Centre de vaccination éphémère;;;t;f
472;Centre de Vaccination du CH d'ORTHEZ;64-2021-01-29-003;0.99999973735046;64430_0830_00010;0;rue du Moulin;64300;64430;Orthez;43.4854;-0.771674;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18111;18109;2021-02-17 11:39:34.881873;Oui;09:00-11:45/14h-16h45;09:00-11:45/14h-16h45;09:00-11:45/14h-16h45;09:00-11:45/14h-16h45;09:00-11:45/14h-16h45;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/hopital-public/orthez/centre-de-vaccination-covid-ch-orthez?speciality_id=5494&enable_cookies_consent=1;+33559697070;;;t;;f;
1370;CV éphémère - Châteaumaillant;;0.99999999997279;18057_0660_00005_a;5 a;Place de la Mairie;18370;18057;Châteaumeillant;46.5598;2.19464;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18350;2021-02-22 12:00:02.016955;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-02-08;https://partners.doctolib.fr/centre-de-sante/chateaumeillant/centre-de-vaccination-covid-19-chateaumeillant?speciality_id=5494&enable_cookies_consent=1;;;Centre de vaccination éphémère;;;t;
1369;CV éphémère - Avord;;0.99999995652846;18018_0061_00014;14;Rue Désiré Deschamps;18520;18018;Avord;47.0317;2.65039;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18192;2021-03-08 12:00:01.775601;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-02-22;https://partners.doctolib.fr/centre-de-sante/avord/centre-vaccination-avord-baugy?pid=practice-169561&enable_cookies_consent=1;;;Centre de vaccination éphémère;;;t;
832;Centre de Tir à l’Arc;;0.99999998878788;83023_aic0i9_00090;;Chemin des Archets;83170;83023;Brignoles;43.4139;6.06498;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-30 16:53:06.895235;;9h/17h;9h/17h;9h/17h;9h/17h;9h/17h;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-vaccinations-internationales/toulon/centre-de-vaccination-covid-19-du-var?pid=practice-165073?speciality_id=5494&enable_cookies_consent=1;+33494861595;;Réservé aux plus de 75 ans;;;;
2046;Monthou sur Bièvre;;0.99999988256715;41145_0130_00051;;;41120;41145;Monthou-sur-Bièvre;47.4764;1.29413;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-03-22 12:00:02.211779;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-sante/monthou-sur-bievre/centre-de-vaccination-espace-beauregard-monthou-sur-bievre?pid=practice-178052&enable_cookies_consent=1;;;;;;t;
2100;MSP relai Sancergues;;0.9999996280523;18240_vbbbc3_00014_r;14 r;Pauline Lapautre;18140;18240;Sancergues;47.1561;2.91541;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-03-22 19:00:02.108416;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/maison-de-sante/sancergues/centre-de-vaccination-covid-19-ville-de-sancergues?pid=practice-171982&enable_cookies_consent=1;;;;;;;
1267;Centre de vaccination COVID-19 de Saint-Denis - Salle Reydellet;2021-144CAB/EMZ;0.99999715833616;97411_1583_00043_bis;103;Rue de la république;97400;97411;Saint-Denis;-20.8825;55.4467;130026057;8412Z;AGENCE REGIONALE DE SANTE DE LA REUNION;2;AV GEORGES BRASSENS;97490;97411;SAINT-DENIS;14523;91;2021-02-05 18:00:01.441815;Oui;de 14h à 18h;de 8h à 12h et de 14h à 18h;de 8h à 12h et de 14h à 18h;de 8h à 12h et de 14h à 18h;de 8h à 12h et de 14h à 18h;de 8h à 12h et de 14h à 18h;fermé;t;;2021-01-28;https://vaccination-covid.keldoc.com/cabinet-medical/saint-denis-97400/saint-denis/centre-de-vaccination-de-saint-denis;+262262720404;;Ouvert au grand public (personnes de + de 75 ans) et aux patients vulnérables à très haut risque, exclusivement sur prescription médicale (cancer ou maladie hémato maligne en cours de traitement par chimiothérapie, maladie rénale sévère dt dialysés, transplantés d’organes ou greffe de cellules souches, polypathologies avec 2 insuffisances d’organes, maladies rares, trisomie 21. Consulter cette liste sur www.lareunion.ars.sante.fr) – Pour prendre de rendez-vous dans un de ces centres appelez le 02 62 72 04 04;t;;;
2084;Société Delpharm;;0.99999809893217;28359_0399_00012;;Rue de L'Isle;28380;28359;Saint-Rémy-sur-Avre;48.7625;1.23878;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-03-23 09:59:19.642534;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;
1375;MSP SOUSCEYRAC;;0.99999998138549;46311_ozvwj8_00006;6;Allee Gaston Monnerville;46190;46311;Sousceyrac-en-Quercy;44.8725;2.03632;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;HENRI BECQUEREL AV;34000;34172;MONTPELLIER;18080;18080;2021-02-05 18:55:41.33859;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-02-22;2021-01-18;;;;;;;t;
2144;Equipe mobile de vaccination - opération Gabarret;;0.99999985377107;40102_0160_00131;131;Rue d’Armagnac;40310;40102;Gabarret;43.985;0.0110737;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18107;18107;2021-03-24 11:50:57.038425;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-04-23;2021-03-22;;;;;;;t;
2127;Centre de vaccination COVID Ad Hoc de COGNIN;;0.99999934457466;73087_0310_00016;16;R de la Forgerie;73160;73087;Cognin;45.5605;5.89493;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;8130;8130;2021-03-30 20:00:02.000409;;fermé;fermé;08:45-12:05/13:45-17:05;fermé;fermé;fermé;fermé;t;;2021-03-29;https://partners.doctolib.fr/centre-de-sante/chambery/centre-de-vaccination-grand-chambery?pid=practice-178865&enable_cookies_consent=1;;;;f;f;f;f
2248;Grand centre de vaccination - Alpexpo;;0.99999774375201;38185_3665_00401;2;Avenue d’Innsbruck;38100;38185;Grenoble;45.1548;5.73491;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;173;173;2021-03-26 15:33:32.323353;Oui;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;;;;;Grand centre;t;;t;f
2128;Centre de vaccination COVID Ad Hoc de Saint Alban Leysse;;0.99999903155935;73222_0230_06500;6500;Av de la Mairie;73230;73222;Saint-Alban-Leysse;45.5788;5.95943;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;8130;8130;2021-03-30 20:00:02.001257;;OUVERT;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-03-29;https://partners.doctolib.fr/centre-de-sante/chambery/centre-de-vaccination-grand-chambery?pid=practice-178866&enable_cookies_consent=1;;;;f;;f;f
